level	name	clickId	url	from_url
3级	气动工具	1932	http://www.sjgtw.com/goodsClass/goodsClassIndex?clickId=1932	http://www.sjgtw.com/goodsClass/goodsClassIndex?clickId=1786
3级	电动工具	1976	http://www.sjgtw.com/goodsClass/goodsClassIndex?clickId=1976	http://www.sjgtw.com/goodsClass/goodsClassIndex?clickId=1786
3级	普通工具	2027	http://www.sjgtw.com/goodsClass/goodsClassIndex?clickId=2027	http://www.sjgtw.com/goodsClass/goodsClassIndex?clickId=1786
5级	刷子、毛笔	735	http://www.sjgtw.com/goodsClass/goodsClassIndex?clickId=735	http://www.sjgtw.com/goodsClass/goodsClassIndex?clickId=734
5级	化学实验、测量用品	736	http://www.sjgtw.com/goodsClass/goodsClassIndex?clickId=736	http://www.sjgtw.com/goodsClass/goodsClassIndex?clickId=734
5级	桌、椅、床、柜	737	http://www.sjgtw.com/goodsClass/goodsClassIndex?clickId=737	http://www.sjgtw.com/goodsClass/goodsClassIndex?clickId=734
5级	厨具	738	http://www.sjgtw.com/goodsClass/goodsClassIndex?clickId=738	http://www.sjgtw.com/goodsClass/goodsClassIndex?clickId=734
5级	办公用低值易耗品	739	http://www.sjgtw.com/goodsClass/goodsClassIndex?clickId=739	http://www.sjgtw.com/goodsClass/goodsClassIndex?clickId=734
5级	其他生产、办公、生活用杂备品	740	http://www.sjgtw.com/goodsClass/goodsClassIndex?clickId=740	http://www.sjgtw.com/goodsClass/goodsClassIndex?clickId=734
5级	机车车辆用地板革	679	http://www.sjgtw.com/goodsClass/goodsClassIndex?clickId=679	http://www.sjgtw.com/goodsClass/goodsClassIndex?clickId=678
5级	人造革	682	http://www.sjgtw.com/goodsClass/goodsClassIndex?clickId=682	http://www.sjgtw.com/goodsClass/goodsClassIndex?clickId=678
5级	皮革	683	http://www.sjgtw.com/goodsClass/goodsClassIndex?clickId=683	http://www.sjgtw.com/goodsClass/goodsClassIndex?clickId=678
5级	其他皮革制品	684	http://www.sjgtw.com/goodsClass/goodsClassIndex?clickId=684	http://www.sjgtw.com/goodsClass/goodsClassIndex?clickId=678
5级	塑料建材产品	654	http://www.sjgtw.com/goodsClass/goodsClassIndex?clickId=654	http://www.sjgtw.com/goodsClass/goodsClassIndex?clickId=653
5级	塑料制品	655	http://www.sjgtw.com/goodsClass/goodsClassIndex?clickId=655	http://www.sjgtw.com/goodsClass/goodsClassIndex?clickId=653
